命令代码,命令名称,MML Codex,中文显示名称,英文显示名称,标准路径,参数类型,访问权限,原始分组,分析建议分组,原导入动作,删除原因,调整说明
LST DEVICE_INFO,列出 设备基本信息,ROUTE_CONFIG8_ONBOOTENB,ROUTE_CONFIG8_ONBOOTENB,ROUTE CONFIG8 ONBOOTENB,Device.DeviceInfo.ROUTE_CONFIG8_ONBOOTENB,STRING,READ_WRITE,设备信息参数管理,WAN口配置参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向WAN/路由/DNS/接口字段映射到标准WAN口配置参数管理
LST DEVICE_INFO,列出 设备基本信息,ROUTE_CONFIG8_V6_GW,ROUTE_CONFIG8_V6_GW,ROUTE CONFIG8 V6 GW,Device.DeviceInfo.ROUTE_CONFIG8_V6_GW,STRING,READ_WRITE,设备信息参数管理,WAN口配置参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向WAN/路由/DNS/接口字段映射到标准WAN口配置参数管理
LST DEVICE_INFO,列出 设备基本信息,ROUTE_CONFIG8_V6_NETADDR,ROUTE_CONFIG8_V6_NETADDR,ROUTE CONFIG8 V6 NETADDR,Device.DeviceInfo.ROUTE_CONFIG8_V6_NETADDR,STRING,READ_WRITE,设备信息参数管理,WAN口配置参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向WAN/路由/DNS/接口字段映射到标准WAN口配置参数管理
LST DEVICE_INFO,列出 设备基本信息,ROUTE_CONFIG8_V6_ONBOOT,ROUTE_CONFIG8_V6_ONBOOT,ROUTE CONFIG8 V6 ONBOOT,Device.DeviceInfo.ROUTE_CONFIG8_V6_ONBOOT,STRING,READ_WRITE,设备信息参数管理,WAN口配置参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向WAN/路由/DNS/接口字段映射到标准WAN口配置参数管理
LST DEVICE_INFO,列出 设备基本信息,ROUTE_CONFIG8_V6_PREFIX,ROUTE_CONFIG8_V6_PREFIX,ROUTE CONFIG8 V6 PREFIX,Device.DeviceInfo.ROUTE_CONFIG8_V6_PREFIX,STRING,READ_WRITE,设备信息参数管理,WAN口配置参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向WAN/路由/DNS/接口字段映射到标准WAN口配置参数管理
LST DEVICE_INFO,列出 设备基本信息,ROUTE_CONFIG9_GW,ROUTE_CONFIG9_GW,ROUTE CONFIG9 GW,Device.DeviceInfo.ROUTE_CONFIG9_GW,STRING,READ_WRITE,设备信息参数管理,WAN口配置参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向WAN/路由/DNS/接口字段映射到标准WAN口配置参数管理
LST DEVICE_INFO,列出 设备基本信息,ROUTE_CONFIG9_NETADDR,ROUTE_CONFIG9_NETADDR,ROUTE CONFIG9 NETADDR,Device.DeviceInfo.ROUTE_CONFIG9_NETADDR,STRING,READ_WRITE,设备信息参数管理,WAN口配置参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向WAN/路由/DNS/接口字段映射到标准WAN口配置参数管理
LST DEVICE_INFO,列出 设备基本信息,ROUTE_CONFIG9_NETMASK,ROUTE_CONFIG9_NETMASK,ROUTE CONFIG9 NETMASK,Device.DeviceInfo.ROUTE_CONFIG9_NETMASK,STRING,READ_WRITE,设备信息参数管理,WAN口配置参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向WAN/路由/DNS/接口字段映射到标准WAN口配置参数管理
LST DEVICE_INFO,列出 设备基本信息,ROUTE_CONFIG9_ONBOOTENB,ROUTE_CONFIG9_ONBOOTENB,ROUTE CONFIG9 ONBOOTENB,Device.DeviceInfo.ROUTE_CONFIG9_ONBOOTENB,STRING,READ_WRITE,设备信息参数管理,WAN口配置参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向WAN/路由/DNS/接口字段映射到标准WAN口配置参数管理
LST DEVICE_INFO,列出 设备基本信息,ROUTE_CONFIG9_V6_GW,ROUTE_CONFIG9_V6_GW,ROUTE CONFIG9 V6 GW,Device.DeviceInfo.ROUTE_CONFIG9_V6_GW,STRING,READ_WRITE,设备信息参数管理,WAN口配置参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向WAN/路由/DNS/接口字段映射到标准WAN口配置参数管理
LST DEVICE_INFO,列出 设备基本信息,ROUTE_CONFIG9_V6_NETADDR,ROUTE_CONFIG9_V6_NETADDR,ROUTE CONFIG9 V6 NETADDR,Device.DeviceInfo.ROUTE_CONFIG9_V6_NETADDR,STRING,READ_WRITE,设备信息参数管理,WAN口配置参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向WAN/路由/DNS/接口字段映射到标准WAN口配置参数管理
LST DEVICE_INFO,列出 设备基本信息,ROUTE_CONFIG9_V6_ONBOOT,ROUTE_CONFIG9_V6_ONBOOT,ROUTE CONFIG9 V6 ONBOOT,Device.DeviceInfo.ROUTE_CONFIG9_V6_ONBOOT,STRING,READ_WRITE,设备信息参数管理,WAN口配置参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向WAN/路由/DNS/接口字段映射到标准WAN口配置参数管理
LST DEVICE_INFO,列出 设备基本信息,ROUTE_CONFIG9_V6_PREFIX,ROUTE_CONFIG9_V6_PREFIX,ROUTE CONFIG9 V6 PREFIX,Device.DeviceInfo.ROUTE_CONFIG9_V6_PREFIX,STRING,READ_WRITE,设备信息参数管理,WAN口配置参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向WAN/路由/DNS/接口字段映射到标准WAN口配置参数管理
LST DEVICE_INFO,列出 设备基本信息,HARDWARE_VERSION_1792e695,HARDWARE_VERSION,Hardware Version,Device.DeviceInfo.RU.{i}.HardwareVersion,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,标准匹配：Device.DeviceInfo.RU.{i}.HardwareVersion -> Device.DeviceInfo.MU.{i}.Slot.{i}.EU.{i}.RU.{i}.HardwareVersion
LST DEVICE_INFO,列出 设备基本信息,IP_ADDRESS_ec540a20,IP_ADDRESS,Ip Address,Device.DeviceInfo.RU.{i}.IpAddress,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按RU对象层级映射到标准RU参数管理
LST DEVICE_INFO,列出 设备基本信息,MAX_TX_POWER_3945b02e,MAX_TX_POWER,Max Tx Power,Device.DeviceInfo.RU.{i}.MaxTxPower,INT,READ_WRITE,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按RU对象层级映射到标准RU参数管理
LST DEVICE_INFO,列出 设备基本信息,MODEL_NAME_5b937c21,MODEL_NAME,Model Name,Device.DeviceInfo.RU.{i}.ModelName,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,标准匹配：Device.DeviceInfo.RU.{i}.ModelName -> Device.DeviceInfo.MU.{i}.Slot.{i}.EU.{i}.RU.{i}.ModelName
LST DEVICE_INFO,列出 设备基本信息,RFTX_STATUS_1dab1760,RFTX_STATUS,Rftx Status,Device.DeviceInfo.RU.{i}.RFTxStatus,BOOLEAN,READ_WRITE,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,标准匹配：Device.DeviceInfo.RU.{i}.RFTxStatus -> Device.DeviceInfo.MU.{i}.Slot.{i}.EU.{i}.RU.{i}.RFTxStatus
LST DEVICE_INFO,列出 设备基本信息,RUWITH_CELL_RELATION,RUWITH_CELL_RELATION,Ruwith Cell Relation,Device.DeviceInfo.RU.{i}.RUWithCellRelation,STRING,READ_WRITE,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按RU对象层级映射到标准RU参数管理
LST DEVICE_INFO,列出 设备基本信息,REBOOT_888b2084,REBOOT,Reboot,Device.DeviceInfo.RU.{i}.Reboot,BOOLEAN,READ_WRITE,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,标准匹配：Device.DeviceInfo.RU.{i}.Reboot -> Device.DeviceInfo.MU.{i}.Slot.{i}.EU.{i}.RU.{i}.Reboot
LST DEVICE_INFO,列出 设备基本信息,ROUTE_INDEX_d2308329,ROUTE_INDEX,Route Index,Device.DeviceInfo.RU.{i}.RouteIndex,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,标准匹配：Device.DeviceInfo.RU.{i}.RouteIndex -> Device.DeviceInfo.MU.{i}.Slot.{i}.EU.{i}.RU.{i}.RouteIndex
LST DEVICE_INFO,列出 设备基本信息,SERIAL_NUMBER_ef8f33b6,SERIAL_NUMBER,Serial Number,Device.DeviceInfo.RU.{i}.SerialNumber,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,标准匹配：Device.DeviceInfo.RU.{i}.SerialNumber -> Device.DeviceInfo.MU.{i}.Slot.{i}.EU.{i}.RU.{i}.SerialNumber
LST DEVICE_INFO,列出 设备基本信息,SOFTWARE_VERSION_7bcba73b,SOFTWARE_VERSION,Software Version,Device.DeviceInfo.RU.{i}.SoftwareVersion,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,标准匹配：Device.DeviceInfo.RU.{i}.SoftwareVersion -> Device.DeviceInfo.MU.{i}.Slot.{i}.EU.{i}.RU.{i}.SoftwareVersion
LST DEVICE_INFO,列出 设备基本信息,SW_UPGRADE_FAIL_CAUSE,SW_UPGRADE_FAIL_CAUSE,Sw Upgrade Fail Cause,Device.DeviceInfo.RU.{i}.SwUpgradeFailCause,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按RU对象层级映射到标准RU参数管理
LST DEVICE_INFO,列出 设备基本信息,SW_UPGRADE_STAGE,SW_UPGRADE_STAGE,Sw Upgrade Stage,Device.DeviceInfo.RU.{i}.SwUpgradeStage,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按RU对象层级映射到标准RU参数管理
LST DEVICE_INFO,列出 设备基本信息,SW_UPGRADE_STATUS,SW_UPGRADE_STATUS,Sw Upgrade Status,Device.DeviceInfo.RU.{i}.SwUpgradeStatus,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按RU对象层级映射到标准RU参数管理
LST DEVICE_INFO,列出 设备基本信息,CPI_LATITUDE,CPI_LATITUDE,Cpi Latitude,Device.DeviceInfo.SAS.CPI.cpiLatitude,INT,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,CPI_LONGITUDE,CPI_LONGITUDE,Cpi Longitude,Device.DeviceInfo.SAS.CPI.cpiLongitude,INT,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,CALL_SIGN,CALL_SIGN,Call Sign,Device.DeviceInfo.SAS.CallSign,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,CHANNEL_REUSE,CHANNEL_REUSE,Channel Reuse,Device.DeviceInfo.SAS.ChannelReuse,BOOLEAN,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,CPI_ID,CPI_ID,Cpi Id,Device.DeviceInfo.SAS.CpiId,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,CPI_INSTALL_CERTIFICATION_TIME,CPI_INSTALL_CERTIFICATION_TIME,Cpi Install Certification Time,Device.DeviceInfo.SAS.CpiInstallCertificationTime,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,CPI_INSTALL_CERTIFICATION_TIME2,CPI_INSTALL_CERTIFICATION_TIME2,Cpi Install Certification Time2,Device.DeviceInfo.SAS.CpiInstallCertificationTime2,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,CPI_INSTALL_CERTIFICATION_TIME3,CPI_INSTALL_CERTIFICATION_TIME3,Cpi Install Certification Time3,Device.DeviceInfo.SAS.CpiInstallCertificationTime3,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,CPI_NAME,CPI_NAME,Cpi Name,Device.DeviceInfo.SAS.CpiName,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,CPI_SIGNATURE_DATA,CPI_SIGNATURE_DATA,Cpi Signature Data,Device.DeviceInfo.SAS.CpiSignatureData,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,CPI_SIGNATURE_DATA2,CPI_SIGNATURE_DATA2,Cpi Signature Data2,Device.DeviceInfo.SAS.CpiSignatureData2,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,CPI_SIGNATURE_DATA3,CPI_SIGNATURE_DATA3,Cpi Signature Data3,Device.DeviceInfo.SAS.CpiSignatureData3,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,EIRP_CAPABILITY,EIRP_CAPABILITY,Eirp Capability,Device.DeviceInfo.SAS.EirpCapability,INT,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,LOCKED_LATITUDE,LOCKED_LATITUDE,Locked Latitude,Device.DeviceInfo.SAS.FAP.GPS.LockedLatitude,INT,READ_WRITE,设备信息参数管理,GPS信息参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向GPS/BDS字段映射到标准GPS信息参数管理
LST DEVICE_INFO,列出 设备基本信息,LOCKED_LATITUDE2,LOCKED_LATITUDE2,Locked Latitude2,Device.DeviceInfo.SAS.FAP.GPS.LockedLatitude2,INT,READ_WRITE,设备信息参数管理,GPS信息参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向GPS/BDS字段映射到标准GPS信息参数管理
LST DEVICE_INFO,列出 设备基本信息,LOCKED_LATITUDE3,LOCKED_LATITUDE3,Locked Latitude3,Device.DeviceInfo.SAS.FAP.GPS.LockedLatitude3,INT,READ_WRITE,设备信息参数管理,GPS信息参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向GPS/BDS字段映射到标准GPS信息参数管理
LST DEVICE_INFO,列出 设备基本信息,LOCKED_LONGITUDE,LOCKED_LONGITUDE,Locked Longitude,Device.DeviceInfo.SAS.FAP.GPS.LockedLongitude,INT,READ_WRITE,设备信息参数管理,GPS信息参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向GPS/BDS字段映射到标准GPS信息参数管理
LST DEVICE_INFO,列出 设备基本信息,LOCKED_LONGITUDE2,LOCKED_LONGITUDE2,Locked Longitude2,Device.DeviceInfo.SAS.FAP.GPS.LockedLongitude2,INT,READ_WRITE,设备信息参数管理,GPS信息参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向GPS/BDS字段映射到标准GPS信息参数管理
LST DEVICE_INFO,列出 设备基本信息,LOCKED_LONGITUDE3,LOCKED_LONGITUDE3,Locked Longitude3,Device.DeviceInfo.SAS.FAP.GPS.LockedLongitude3,INT,READ_WRITE,设备信息参数管理,GPS信息参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向GPS/BDS字段映射到标准GPS信息参数管理
LST DEVICE_INFO,列出 设备基本信息,FCC_ID,FCC_ID,Fcc Id,Device.DeviceInfo.SAS.FccId,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,FREQUENCY_CONTIGUOUS,FREQUENCY_CONTIGUOUS,Frequency Contiguous,Device.DeviceInfo.SAS.FrequencyContiguous,STRING,READ_ONLY,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,FREQUENCY_SELECTION_LOGIC,FREQUENCY_SELECTION_LOGIC,Frequency Selection Logic,Device.DeviceInfo.SAS.FrequencySelectionLogic,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,LEGACY_MODE,LEGACY_MODE,Legacy Mode,Device.DeviceInfo.SAS.LegacyMode,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,MAX_EIRP,MAX_EIRP,Max Eirp,Device.DeviceInfo.SAS.MaxEIRP,INT,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,PREFERRED_BANDWIDTH,PREFERRED_BANDWIDTH,Preferred Bandwidth,Device.DeviceInfo.SAS.PreferredBandwidth,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,PREFERRED_FREQUENCY,PREFERRED_FREQUENCY,Preferred Frequency,Device.DeviceInfo.SAS.PreferredFrequency,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,PREFERRED_POWER,PREFERRED_POWER,Preferred Power,Device.DeviceInfo.SAS.PreferredPower,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,RADIO_ENABLE,RADIO_ENABLE,Radio Enable,Device.DeviceInfo.SAS.RadioEnable,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,RADIO_ENABLE1,RADIO_ENABLE1,Radio Enable1,Device.DeviceInfo.SAS.RadioEnable1,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,RADIO_ENABLE2,RADIO_ENABLE2,Radio Enable2,Device.DeviceInfo.SAS.RadioEnable2,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,RADIO_ENABLE3,RADIO_ENABLE3,Radio Enable3,Device.DeviceInfo.SAS.RadioEnable3,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,REGISTRATION_TYPE,REGISTRATION_TYPE,Registration Type,Device.DeviceInfo.SAS.RegistrationType,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,SERVER_URL,SERVER_URL,Server Url,Device.DeviceInfo.SAS.ServerUrl,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,STATUS_04a13f7a,STATUS,Status,Device.DeviceInfo.SAS.Status,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,STATUS2,STATUS2,Status2,Device.DeviceInfo.SAS.Status2,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,STATUS3,STATUS3,Status3,Device.DeviceInfo.SAS.Status3,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,USER_ID,USER_ID,User Id,Device.DeviceInfo.SAS.UserId,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,ENABLE_MODE,ENABLE_MODE,Enable Mode,Device.DeviceInfo.SAS.enableMode,BOOLEAN,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,GROUP_ID,GROUP_ID,Group Id,Device.DeviceInfo.SAS.groupId,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,GROUP_TYPE,GROUP_TYPE,Group Type,Device.DeviceInfo.SAS.groupType,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,REQ_HIGH_FREQUENCY,REQ_HIGH_FREQUENCY,Req High Frequency,Device.DeviceInfo.SAS.reqHighFrequency,U_INT,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,REQ_LOW_FREQUENCY,REQ_LOW_FREQUENCY,Req Low Frequency,Device.DeviceInfo.SAS.reqLowFrequency,U_INT,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,SERVING_UNIT1_IPSEC_ADDRESS,SERVING_UNIT1_IPSEC_ADDRESS,SERVING UNIT1 IPSEC Address,Device.DeviceInfo.SERVING_UNIT1_IPSEC_Address,STRING,READ_ONLY,设备信息参数管理,WAN口配置参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向WAN/路由/DNS/接口字段映射到标准WAN口配置参数管理
LST DEVICE_INFO,列出 设备基本信息,STATIC_DNS_ENABLE,STATIC_DNS_ENABLE,STATIC DNS ENABLE,Device.DeviceInfo.STATIC_DNS_ENABLE,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,ENABLE_b5ddebfe,ENABLE,Enable,Device.DeviceInfo.SignallingTrace.Enable,BOOLEAN,READ_WRITE,设备信息参数管理,软采参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,SignallingTrace映射到软采/信令采集参数管理
LST DEVICE_INFO,列出 设备基本信息,IP,IP,Ip,Device.DeviceInfo.SignallingTrace.IP,STRING,READ_WRITE,设备信息参数管理,软采参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,SignallingTrace映射到软采/信令采集参数管理
LST DEVICE_INFO,列出 设备基本信息,PERIOD,PERIOD,Period,Device.DeviceInfo.SignallingTrace.Period,INT,READ_WRITE,设备信息参数管理,软采参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,SignallingTrace映射到软采/信令采集参数管理
