command_code,standard_path,delete_reason
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.ThreshXLowP,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.ThreshXLowQ,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.InterFreq.Carrier.{i}.TReselectionNR,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.IntraFreq.CellReselectionPriority,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.IntraFreq.DeriveSSBIndexFromCell,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.IntraFreq.Qqualminoffset,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.IntraFreq.QQualMinSIB1,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.IntraFreq.QRxLevMinOffset,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.IntraFreq.QRxLevMinSIB1,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.IntraFreq.QRxLevMinSIB2,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.IntraFreq.SIntraSearchP,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.IntraFreq.SNonIntraSearchP,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.IntraFreq.SNonIntraSearchQ,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.IntraFreq.ThreshServingLowP,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.Mobility.IdleMode.IntraFreq.TReselectionNR,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.LTECell.{i},不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.LTECell.{i}.Blacklisted,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.LTECell.{i}.ECGI,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.LTECell.{i}.EnbType,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.LTECell.{i}.NoRemoveEnable,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.LTECell.{i}.QQualMinOffsetCell,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.LTECell.{i}.QRxLevMinOffsetCell,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i},不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.Blacklisted,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.CID,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.CIO,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.gNBIdLength,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.NoRemoveEnable,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.NRCarrierARFCN,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.PhyCellID,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.PLMNID,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.Qoffset,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.QQualMinOffsetCell,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.QRxLevMinOffsetCell,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.ssbFrequency,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.ssbSubcarrierSpacing,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.NeighborList.NRCell.{i}.TAC,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.Antenna.NumOfRxAntenna,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.Antenna.NumOfTxAntenna,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i},不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.Bandwidth,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.CyclicPrefix,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.DlBWPId,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.InitDlMcs,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.MaxDlUeToBeScheduledInSlot,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.CceRegMappingType.InterleaverSize,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.CceRegMappingType.RegBundleSize,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.CceRegMappingType.RegType,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.CceRegMappingType.ShiftIndex,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.ControlResourceSetId,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.Duration,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.FrequencyDomainResources,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.PrecoderGranularity,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i},不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.ControlResourceSetId,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.DciFormat00And10En,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.Duration,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.MonitoringSlotOffset,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.MonitoringSlotPeriodicity,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.MonitoringSymbolsWithinSlot,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.AggregationLevel1,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.AggregationLevel16,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.AggregationLevel2,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.AggregationLevel4,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.AggregationLevel8,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.SearchSpaceId,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.SearchSpaceType,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i},不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i}.DedicateCceRegbundleType,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i}.DedicateCceRegInterleaverSize,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i}.DedicateCceRegMappingType,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i}.DedicateCceRegShiftIndex,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i}.DedicatedResourceSetId,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i}.DedicateDuration,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i}.DedicateFrequencyDomainResources,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i}.DedicatePrecoderGranularity,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.ControlResourceSetZero,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.PagingSearchSpace,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.RaSearchSpace,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.SearchSpaceOtherSystemInformation,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.SearchSpaceSIB1,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.SearchSpaceZero,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDSCH.PDSCHDedicatedTimeDomainResourceAllocationList.{i},不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDSCH.PDSCHDedicatedTimeDomainResourceAllocationList.{i}.StartSymbolAndLength,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDSCH.PDSCHTimeDomainResourceAllocationList.{i},不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDSCH.PDSCHTimeDomainResourceAllocationList.{i}.StartSymbolAndLength,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDschConfig.DmrsAdditionalPosition,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDschConfig.MaxMimoLayer,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDschConfig.McsTable,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PMaxULPower,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.StartPrbPosition,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.SubcarrierSpacing,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoDLSIB.MultiFrequencyBandListNRSIB.{i}.FreqBandIndicatorNR,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoDLSIB.OffsetToPointA,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoDLSIB.ScsSpecificCarrierList.{i}.SCSSpecificCarrier.CarrierBandwidth,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoDLSIB.ScsSpecificCarrierList.{i}.SCSSpecificCarrier.SubcarrierSpacing,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoULSIB.ScsSpecificCarrierList.{i}.SCSSpecificCarrier.CarrierBandwidth,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoULSIB.ScsSpecificCarrierList.{i}.SCSSpecificCarrier.SubcarrierSpacing,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.SSB.SsbSubcarrierOffset,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.DlULTransmissionPeriodicity,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.NrofDownlinkSlots,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.NrofDownlinkSymbols,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.NrofUplinkSlots,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.NrofUplinkSymbols,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.DlULTransmissionPeriodicity,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.NrofDownlinkSlots,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
LST FAP_SERVICE,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.NrofDownlinkSymbols,不在当前 TD-LTE SF 小区服务 catalog 白名单，属于旧扩展/私有/跨分组路径绑定
