path,strict_mml_tree_match,strict_match_level,strict_reason,rematch_decision,rematch_confidence,matched_chapter_code,matched_chapter_name,matched_group_name,matched_object_path,matched_group_code,match_source_type,match_source_file,old_target_chapter_code,old_target_chapter_name,old_target_node_name,old_target_object_path,access,data_type
Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.SecGWServer2,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,Gateway,Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.,READ_WRITE,STRING
Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.SecGWServer3,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,Gateway,Device.Services.FAPService.{i}.FAPControl.LTE.Gateway.,READ_WRITE,STRING
Device.Services.FAPService.{i}.X_COM.LTE.GrpPwrCtrl.PhyIctaadjsamp,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,GrpPwrCtrl,Device.Services.FAPService.{i}.X_COM.LTE.GrpPwrCtrl.,READ_WRITE,STRING
Device.Services.FAPService.{i}.X_COM.LTE.GrpPwrCtrl.PhyPpssncgpsadjsamp,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,GrpPwrCtrl,Device.Services.FAPService.{i}.X_COM.LTE.GrpPwrCtrl.,READ_WRITE,STRING
Device.Services.FAPService.{i}.FAPControl.NR.GtpuLog.NguCuf1uLogLevel,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,GtpuLog,Device.Services.FAPService.{i}.FAPControl.NR.GtpuLog.,READ_WRITE,STRING
Device.Services.FAPService.{i}.FAPControl.LTE.HSS.APN,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,HSS,Device.Services.FAPService.{i}.FAPControl.LTE.HSS.,READ_ONLY,STRING
Device.Services.FAPService.{i}.FAPControl.LTE.HSS.HaloBEnableState,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,HSS,Device.Services.FAPService.{i}.FAPControl.LTE.HSS.,READ_WRITE,BOOLEAN
Device.Services.FAPService.{i}.FAPControl.LTE.HSS.HaloBMode,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,HSS,Device.Services.FAPService.{i}.FAPControl.LTE.HSS.,READ_WRITE,INT
Device.Services.FAPService.{i}.FAPControl.LTE.HSS.IMS,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,HSS,Device.Services.FAPService.{i}.FAPControl.LTE.HSS.,READ_ONLY,STRING
Device.Services.FAPService.{i}.FAPControl.LTE.HSS.IMSI,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,HSS,Device.Services.FAPService.{i}.FAPControl.LTE.HSS.,READ_ONLY,STRING
Device.Services.FAPService.{i}.FAPControl.LTE.HSS.RequestApnEnable,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,HSS,Device.Services.FAPService.{i}.FAPControl.LTE.HSS.,READ_WRITE,BOOLEAN
Device.Services.FAPService.{i}.FAPControl.LTE.HSS.RequestX2Related,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,HSS,Device.Services.FAPService.{i}.FAPControl.LTE.HSS.,READ_ONLY,STRING
Device.Services.FAPService.{i}.FAPControl.LTE.HSS.X2RelatedParameters,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,HSS,Device.Services.FAPService.{i}.FAPControl.LTE.HSS.,READ_WRITE,STRING
Device.Services.FAPService.{i}.X_COM.LTE.IRAT.B2Threshold2Geran,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,IRAT,Device.Services.FAPService.{i}.X_COM.LTE.IRAT.,READ_WRITE,STRING
Device.Services.FAPService.{i}.X_COM.LTE.IRAT.B2threshold1RsrpGeran,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,IRAT,Device.Services.FAPService.{i}.X_COM.LTE.IRAT.,READ_WRITE,STRING
Device.Services.FAPService.{i}.X_COM.LTE.IRAT.B2threshold1RsrpHO,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,IRAT,Device.Services.FAPService.{i}.X_COM.LTE.IRAT.,READ_WRITE,STRING
Device.Services.FAPService.{i}.X_COM.LTE.IRAT.TargetUlSinr,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,IRAT,Device.Services.FAPService.{i}.X_COM.LTE.IRAT.,READ_WRITE,STRING
Device.Services.FAPService.{i}.FAPControl.Halob.L2.l2TunnelEnable,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,L2,Device.Services.FAPService.{i}.FAPControl.Halob.L2.,READ_WRITE,BOOLEAN
Device.Services.FAPService.{i}.FAPControl.Halob.L2.l2TunnelIp,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,L2,Device.Services.FAPService.{i}.FAPControl.Halob.L2.,READ_WRITE,STRING
Device.Services.FAPService.{i}.FAPControl.Halob.L2.l2TunnelMode,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,L2,Device.Services.FAPService.{i}.FAPControl.Halob.L2.,READ_WRITE,U_INT
Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.Author,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,LICENSE,Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.,READ_ONLY,STRING
Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.CapacityListNumberOfEntries,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,LICENSE,Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.,READ_ONLY,STRING
Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.Code,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,LICENSE,Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.,READ_ONLY,STRING
Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.GenerateDate,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,LICENSE,Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.,READ_ONLY,STRING
Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.HaloBCentralizedModeAvailable,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,LICENSE,Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.,READ_ONLY,STRING
Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.HaloBSingleModeAvailable,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,LICENSE,Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.,READ_ONLY,STRING
Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.SeqNum,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,LICENSE,Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.,READ_ONLY,STRING
Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.Version,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,LICENSE,Device.Services.FAPService.{i}.FAPControl.LTE.LICENSE.,READ_ONLY,STRING
Device.Services.FAPService.{i}.AccessMgmt.LTE.HNBName,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,小区参数,,enb-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BLQ.xml#enb-cell:小区参数(CellName); omcgo/data/quicksettings/BM.xml#enb-cell:小区参数(CellName); omcgo/data/quicksettings/ENB_DEFAULT_098.xml#enb-cell:小区参数(CellName); omcgo/data/quicksettings/ENB_DEFAULT_181.xml#enb-cell:小区参数(CellName); omcgo/data/quicksettings/MLN.xml#enb-cell:小区参数(CellName); omcgo/data/quicksettings/MLQ.xml#enb-cell:小区参数(CellName),SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.AccessMgmt.LTE.,READ_WRITE,STRING
Device.Services.FAPService.{i}.AccessMgmt.LTE.MaxUEsServed,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.AccessMgmt.LTE.,READ_WRITE,STRING
Device.Services.FAPService.{i}.Capabilities.LTE.BandsSupported,yes,direct_existing_mml_group,同 target_group_code 已有 MML 参数，属于当前参数树分组,YES_SAME_EXISTING_GROUP_CODE,high,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.Capabilities.LTE.,DEVICE_SERVICES_FAPSERVICE_CAPABILITIES_LTE,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.Capabilities.LTE.,READ_ONLY,U_INT
Device.Services.FAPService.{i}.Capabilities.LTE.DuplexMode,yes,direct_existing_mml_group,同 target_group_code 已有 MML 参数，属于当前参数树分组,YES_SAME_EXISTING_GROUP_CODE,high,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.Capabilities.LTE.,DEVICE_SERVICES_FAPSERVICE_CAPABILITIES_LTE,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.Capabilities.LTE.,READ_ONLY,STRING
Device.Services.FAPService.{i}.Capabilities.LTE.SupportActiveRRCNumbers,yes,direct_existing_mml_group,同 target_group_code 已有 MML 参数，属于当前参数树分组,YES_SAME_EXISTING_GROUP_CODE,high,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.Capabilities.LTE.,DEVICE_SERVICES_FAPSERVICE_CAPABILITIES_LTE,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.Capabilities.LTE.,READ_ONLY,U_INT
Device.Services.FAPService.{i}.Capabilities.LTE.UeInactiveTimer,yes,direct_existing_mml_group,同 target_group_code 已有 MML 参数，属于当前参数树分组,YES_SAME_EXISTING_GROUP_CODE,high,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.Capabilities.LTE.,DEVICE_SERVICES_FAPSERVICE_CAPABILITIES_LTE,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.Capabilities.LTE.,READ_WRITE,U_INT
Device.Services.FAPService.{i}.FAPControl.LTE.AdminState,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.FAPControl.LTE.,READ_WRITE,BOOLEAN
Device.Services.FAPService.{i}.FAPControl.LTE.InUse,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.FAPControl.LTE.,READ_WRITE,STRING
Device.Services.FAPService.{i}.FAPControl.LTE.OpState,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.FAPControl.LTE.,READ_WRITE,STRING
Device.Services.FAPService.{i}.FAPControl.LTE.RFTxStatus,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.FAPControl.LTE.,READ_WRITE,BOOLEAN
Device.Services.FAPService.{i}.FAPControl.LTE.RUHOControlEnable,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.FAPControl.LTE.,READ_WRITE,BOOLEAN
Device.Services.FAPService.{i}.FAPControl.LTE.SourcedSignalEnable,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.FAPControl.LTE.,READ_WRITE,BOOLEAN
Device.Services.FAPService.{i}.X_COM.LTE.HOVA3Offset,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.X_COM.LTE.,READ_WRITE,STRING
Device.Services.FAPService.{i}.X_COM.LTE.HOVInterA5Threshold1RSRP,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SF,小区服务参数管理,LTE,Device.Services.FAPService.{i}.X_COM.LTE.,READ_WRITE,STRING
