standard_path,link_count,command_count,operation_types,chapter_codes,command_codes,group_codes,description
Device.DeviceInfo.WAN_CONFIG3_IPMODE,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG3_NETMASK,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG3_OPTION60,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG3_V6_GW,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG3_V6_IPADDR,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG3_V6_PREFIX,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG3_VLAN,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG4_DEFAULTGW,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG4_ENABLE,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG4_IPADDR,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG4_IPMODE,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG4_NETMASK,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG4_OPTION60,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG4_V6_GW,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG4_V6_IPADDR,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG4_V6_PREFIX,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG4_VLAN,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG5_DEFAULTGW,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG5_ENABLE,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG5_IPADDR,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG5_IPMODE,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG5_NETMASK,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG5_OPTION60,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG5_V6_GW,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG5_V6_IPADDR,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG5_V6_PREFIX,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG5_VLAN,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG6_DEFAULTGW,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG6_ENABLE,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG6_IPADDR,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG6_IPMODE,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG6_NETMASK,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG6_OPTION60,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG6_V6_GW,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG6_V6_IPADDR,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG6_V6_PREFIX,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG6_VLAN,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG7_DEFAULTGW,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG7_ENABLE,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG7_IPADDR,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG7_IPMODE,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG7_NETMASK,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG7_OPTION60,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG7_V6_GW,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG7_V6_IPADDR,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG7_V6_PREFIX,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG7_VLAN,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG8_DEFAULTGW,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG8_ENABLE,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG8_IPADDR,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG8_IPMODE,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG8_NETMASK,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG8_OPTION60,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG8_V6_GW,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG8_V6_IPADDR,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG8_V6_PREFIX,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG8_VLAN,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG9_DEFAULTGW,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG9_ENABLE,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG9_IPADDR,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG9_IPMODE,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG9_NETMASK,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG9_OPTION60,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG9_V6_GW,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG9_V6_IPADDR,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG9_V6_PREFIX,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WAN_CONFIG9_VLAN,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.WanLinkSpeed,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_LBO_First_Static_Ip_Address,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_LBO_IMSI_IP_List,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_LBO_Ifname,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_LBO_Last_Static_Ip_Address,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_LBO_NET_Mask,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_LBO_START_UE_Addr,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_LBO_Static_Ip_Addr_Switch,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_LBO_Switch,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_LGW_First_Static_Ip_Address,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_LGW_IMSI_IP_List,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_LGW_Ifname,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_LGW_Last_Static_Ip_Address,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_LGW_NET_Mask,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_LGW_START_UE_Addr,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_LGW_Static_Ip_Addr_Switch,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_LGW_Switch,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_WAN_CHECK_ENABLE,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LTE_WAN_CHECK_TIMER_LEN,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_LmtEnable,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_OMC_ETH_CONFIG_MTU,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_PTP1588DomainNum,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_PTP1588Interface,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_PTP1588Profile,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_PTP1588TRANS_PORT,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_PTP1588Trigger,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_PTP1588UnicastAddr,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_PTP1588syncsMode,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_SCTP_CONFIG_MTU,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.X_COM_Toggle_Switch,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.cbsdCategory,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.highFrequency,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.iForcedSyncControlSwitch,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.indoorDeployment,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.DeviceInfo.lowFrequency,2,2,"LST,MOD",SA,LST DEVICE_INFO; MOD DEVICE_INFO,chapter:SA,
Device.Ethernet.Interface.{i}.DuplexMode,2,2,"LST,MOD",SL,LST ETHERNET_INTERFACE; MOD ETHERNET_INTERFACE,chapter:SL,该连接使用的双工模式
Device.Ethernet.Interface.{i}.Enable,2,2,"LST,MOD",SL,LST ETHERNET_INTERFACE; MOD ETHERNET_INTERFACE,chapter:SL,启用或禁用该接口
Device.Ethernet.Interface.{i}.IPv4Address.{i}.AddressingType,2,2,"LST,MOD",SL,LST INTERFACE_I_PV4_ADDRESS; MOD INTERFACE_I_PV4_ADDRESS,chapter:SL,外部IP 地址方法
Device.Ethernet.Interface.{i}.IPv4Address.{i}.DefaultGateway,2,2,"LST,MOD",SL,LST INTERFACE_I_PV4_ADDRESS; MOD INTERFACE_I_PV4_ADDRESS,chapter:SL,WAN 接口的默认网关
Device.Ethernet.Interface.{i}.IPv4Address.{i}.IPAddress,2,2,"LST,MOD",SL,LST INTERFACE_I_PV4_ADDRESS; MOD INTERFACE_I_PV4_ADDRESS,chapter:SL,IP 地址
Device.Ethernet.Interface.{i}.IPv4Address.{i}.PortType,2,2,"LST,MOD",SL,LST INTERFACE_I_PV4_ADDRESS; MOD INTERFACE_I_PV4_ADDRESS,chapter:SL,端口类型
Device.Ethernet.Interface.{i}.IPv4Address.{i}.SubnetMask,2,2,"LST,MOD",SL,LST INTERFACE_I_PV4_ADDRESS; MOD INTERFACE_I_PV4_ADDRESS,chapter:SL,WAN 接口的子网掩码
Device.Ethernet.Interface.{i}.IPv6Address.{i}.DefaultGateway,2,2,"LST,MOD",SL,LST INTERFACE_I_PV6_ADDRESS; MOD INTERFACE_I_PV6_ADDRESS,chapter:SL,WAN 接口的默认网关
Device.Ethernet.Interface.{i}.IPv6Address.{i}.IPAddress,2,2,"LST,MOD",SL,LST INTERFACE_I_PV6_ADDRESS; MOD INTERFACE_I_PV6_ADDRESS,chapter:SL,IPv6 地址
Device.Ethernet.Interface.{i}.IPv6Address.{i}.Origin,2,2,"LST,MOD",SL,LST INTERFACE_I_PV6_ADDRESS; MOD INTERFACE_I_PV6_ADDRESS,chapter:SL,外部IP 来源
Device.Ethernet.Interface.{i}.IPv6Address.{i}.PortType,2,2,"LST,MOD",SL,LST INTERFACE_I_PV6_ADDRESS; MOD INTERFACE_I_PV6_ADDRESS,chapter:SL,端口类型
Device.Ethernet.Interface.{i}.IPv6Address.{i}.PrefixLength,2,2,"LST,MOD",SL,LST INTERFACE_I_PV6_ADDRESS; MOD INTERFACE_I_PV6_ADDRESS,chapter:SL,前缀长度
Device.Ethernet.Interface.{i}.MaxBitRate,2,2,"LST,MOD",SL,LST ETHERNET_INTERFACE; MOD ETHERNET_INTERFACE,chapter:SL,该连接可用的最大速率模式
Device.Ethernet.Interface.{i}.UserLabel,2,2,"LST,MOD",SL,LST ETHERNET_INTERFACE; MOD ETHERNET_INTERFACE,chapter:SL,
Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv4Address.{i}.AddressingType,2,2,"LST,MOD",SL,LST VLAN_INTERFACE_I_PV4_ADDRESS; MOD VLAN_INTERFACE_I_PV4_ADDRESS,chapter:SL,外部IP 地址方法
Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv4Address.{i}.DefaultGateway,2,2,"LST,MOD",SL,LST VLAN_INTERFACE_I_PV4_ADDRESS; MOD VLAN_INTERFACE_I_PV4_ADDRESS,chapter:SL,vlan子接口的默认网关
Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv4Address.{i}.IPAddress,2,2,"LST,MOD",SL,LST VLAN_INTERFACE_I_PV4_ADDRESS; MOD VLAN_INTERFACE_I_PV4_ADDRESS,chapter:SL,IP 地址
Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv4Address.{i}.PortType,2,2,"LST,MOD",SL,LST VLAN_INTERFACE_I_PV4_ADDRESS; MOD VLAN_INTERFACE_I_PV4_ADDRESS,chapter:SL,端口类型
Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv4Address.{i}.SubnetMask,2,2,"LST,MOD",SL,LST VLAN_INTERFACE_I_PV4_ADDRESS; MOD VLAN_INTERFACE_I_PV4_ADDRESS,chapter:SL,vlan子接口的子网掩码
Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.{i}.DefaultGateway,2,2,"LST,MOD",SL,LST VLAN_INTERFACE_I_PV6_ADDRESS; MOD VLAN_INTERFACE_I_PV6_ADDRESS,chapter:SL,vlan子接口的默认网关
Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.{i}.IPAddress,2,2,"LST,MOD",SL,LST VLAN_INTERFACE_I_PV6_ADDRESS; MOD VLAN_INTERFACE_I_PV6_ADDRESS,chapter:SL,IPv6 地址
Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.{i}.Origin,2,2,"LST,MOD",SL,LST VLAN_INTERFACE_I_PV6_ADDRESS; MOD VLAN_INTERFACE_I_PV6_ADDRESS,chapter:SL,外部IP 来源
Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.{i}.PortType,2,2,"LST,MOD",SL,LST VLAN_INTERFACE_I_PV6_ADDRESS; MOD VLAN_INTERFACE_I_PV6_ADDRESS,chapter:SL,端口类型
Device.Ethernet.Interface.{i}.VlanInterface.{i}.IPv6Address.{i}.PrefixLength,2,2,"LST,MOD",SL,LST VLAN_INTERFACE_I_PV6_ADDRESS; MOD VLAN_INTERFACE_I_PV6_ADDRESS,chapter:SL,前缀长度
Device.Ethernet.Interface.{i}.VlanInterface.{i}.Id,2,2,"LST,MOD",SL,LST VLAN_INTERFACE; MOD VLAN_INTERFACE,chapter:SL,Vlan Id
Device.Ethernet.Interface.{i}.VlanInterface.{i}.Name,2,2,"LST,MOD",SL,LST VLAN_INTERFACE; MOD VLAN_INTERFACE,chapter:SL,vlan子接口名称
Device.Ethernet.Interface.{i}.interfaceType,2,2,"LST,MOD",SL,LST ETHERNET_INTERFACE; MOD ETHERNET_INTERFACE,chapter:SL,
Device.Ethernet.IpRoute.{i}.DstIpNetwork,2,2,"LST,MOD",SL,LST ETHERNET_IP_ROUTE; MOD ETHERNET_IP_ROUTE,chapter:SL,目的网段
Device.Ethernet.IpRoute.{i}.GatewayIpAddress,2,2,"LST,MOD",SL,LST ETHERNET_IP_ROUTE; MOD ETHERNET_IP_ROUTE,chapter:SL,网关地址
Device.Ethernet.IpRoute.{i}.InterfaceName,2,2,"LST,MOD",SL,LST ETHERNET_IP_ROUTE; MOD ETHERNET_IP_ROUTE,chapter:SL,端口名称
Device.Ethernet.IpRoute.{i}.IpVer,2,2,"LST,MOD",SL,LST ETHERNET_IP_ROUTE; MOD ETHERNET_IP_ROUTE,chapter:SL,IP地址版本
Device.Ethernet.IpRoute.{i}.PrefixLength,2,2,"LST,MOD",SL,LST ETHERNET_IP_ROUTE; MOD ETHERNET_IP_ROUTE,chapter:SL,前缀长度
Device.FAP.MRMgmt.Config.{i}.MRECGIList,2,2,"LST,MOD",SP,LST MR_MGMT_CONFIG; MOD MR_MGMT_CONFIG,chapter:SP,
Device.FAP.MRMgmt.Config.{i}.MeasureItems,2,2,"LST,MOD",SP,LST MR_MGMT_CONFIG; MOD MR_MGMT_CONFIG,chapter:SP,
Device.FAP.MRMgmt.Config.{i}.MeasureType,2,2,"LST,MOD",SP,LST MR_MGMT_CONFIG; MOD MR_MGMT_CONFIG,chapter:SP,MR文件类型
Device.FAP.MRMgmt.Config.{i}.MrEnable,2,2,"LST,MOD",SP,LST MR_MGMT_CONFIG; MOD MR_MGMT_CONFIG,chapter:SP,MR开关
Device.FAP.MRMgmt.Config.{i}.MrGnssReportEnable,2,2,"LST,MOD",SP,LST MR_MGMT_CONFIG; MOD MR_MGMT_CONFIG,chapter:SP,
Device.FAP.MRMgmt.Config.{i}.MrPassword,2,2,"LST,MOD",SP,LST MR_MGMT_CONFIG; MOD MR_MGMT_CONFIG,chapter:SP,密码
Device.FAP.MRMgmt.Config.{i}.MrUrl,2,2,"LST,MOD",SP,LST MR_MGMT_CONFIG; MOD MR_MGMT_CONFIG,chapter:SP,Url地址
Device.FAP.MRMgmt.Config.{i}.MrUsername,2,2,"LST,MOD",SP,LST MR_MGMT_CONFIG; MOD MR_MGMT_CONFIG,chapter:SP,用户名
Device.FAP.MRMgmt.Config.{i}.OmcName,2,2,"LST,MOD",SP,LST MR_MGMT_CONFIG; MOD MR_MGMT_CONFIG,chapter:SP,OMC-R名称
Device.FAP.MRMgmt.Config.{i}.PeriodicReportInterval,2,2,"LST,MOD",SP,LST MR_MGMT_CONFIG; MOD MR_MGMT_CONFIG,chapter:SP,
Device.FAP.MRMgmt.Config.{i}.PrbNum,2,2,"LST,MOD",SP,LST MR_MGMT_CONFIG; MOD MR_MGMT_CONFIG,chapter:SP,子帧的PRB
Device.FAP.MRMgmt.Config.{i}.SampleBeginTime,2,2,"LST,MOD",SP,LST MR_MGMT_CONFIG; MOD MR_MGMT_CONFIG,chapter:SP,绝对时间参考
Device.FAP.MRMgmt.Config.{i}.SampleEndTime,2,2,"LST,MOD",SP,LST MR_MGMT_CONFIG; MOD MR_MGMT_CONFIG,chapter:SP,绝对时间参考
Device.FAP.MRMgmt.Config.{i}.SamplePeriod,2,2,"LST,MOD",SP,LST MR_MGMT_CONFIG; MOD MR_MGMT_CONFIG,chapter:SP,MR采样周期
Device.FAP.MRMgmt.Config.{i}.SubFrameNum,2,2,"LST,MOD",SP,LST MR_MGMT_CONFIG; MOD MR_MGMT_CONFIG,chapter:SP,子帧数
Device.FAP.MRMgmt.Config.{i}.UploadPeriod,2,2,"LST,MOD",SP,LST MR_MGMT_CONFIG; MOD MR_MGMT_CONFIG,chapter:SP,MR采集周期
Device.FAP.MRMgmt.Config.{i}.Vendor,2,2,"LST,MOD",SP,LST MR_MGMT_CONFIG; MOD MR_MGMT_CONFIG,chapter:SP,
Device.FAP.PerfMgmt.Config.{i}.Alias,2,2,"LST,MOD",SQ,LST PERF_MGMT_CONFIG; MOD PERF_MGMT_CONFIG,chapter:SQ,别名
Device.FAP.PerfMgmt.Config.{i}.Enable,2,2,"LST,MOD",SQ,LST PERF_MGMT_CONFIG; MOD PERF_MGMT_CONFIG,chapter:SQ,文件周期上传使能开关
Device.FAP.PerfMgmt.Config.{i}.Password,2,2,"LST,MOD",SQ,LST PERF_MGMT_CONFIG; MOD PERF_MGMT_CONFIG,chapter:SQ,文件管理密码
Device.FAP.PerfMgmt.Config.{i}.PeriodicUploadInterval,2,2,"LST,MOD",SQ,LST PERF_MGMT_CONFIG; MOD PERF_MGMT_CONFIG,chapter:SQ,文件周期上传时间间隔
Device.FAP.PerfMgmt.Config.{i}.PeriodicUploadTime,2,2,"LST,MOD",SQ,LST PERF_MGMT_CONFIG; MOD PERF_MGMT_CONFIG,chapter:SQ,文件上传时间
Device.FAP.PerfMgmt.Config.{i}.ReplenishEnable,2,2,"LST,MOD",SQ,LST PERF_MGMT_CONFIG; MOD PERF_MGMT_CONFIG,chapter:SQ,
Device.FAP.PerfMgmt.Config.{i}.ReplenishEndTime,2,2,"LST,MOD",SQ,LST PERF_MGMT_CONFIG; MOD PERF_MGMT_CONFIG,chapter:SQ,
Device.FAP.PerfMgmt.Config.{i}.ReplenishStartTime,2,2,"LST,MOD",SQ,LST PERF_MGMT_CONFIG; MOD PERF_MGMT_CONFIG,chapter:SQ,
Device.FAP.PerfMgmt.Config.{i}.URL,2,2,"LST,MOD",SQ,LST PERF_MGMT_CONFIG; MOD PERF_MGMT_CONFIG,chapter:SQ,文件管理URL
Device.FAP.PerfMgmt.Config.{i}.Username,2,2,"LST,MOD",SQ,LST PERF_MGMT_CONFIG; MOD PERF_MGMT_CONFIG,chapter:SQ,文件管理用户名
Device.FaultMgmt.SupportedAlarm.{i}.ReportingMechanism,2,2,"LST,MOD",SD,LST FAULT_MGMT_SUPPORTED_ALARM; MOD FAULT_MGMT_SUPPORTED_ALARM,chapter:SD,告警上报机制
Device.IPsec.Enable,2,2,"LST,MOD",SM,LST I_PSEC; MOD I_PSEC,chapter:SM,开关
